content,label
is traffic heavy,37
send happy new year to john@gmail dot com,29
i need a taxi to go home,35
please let me know when is sam's birthday,28
olly find any alarms i have set for today,23
put an alarm and wake me up at six am tomorrow morning,25
check emails from gary for last hour,27
tell me the song that is currently playing,31
remove the alarm set for four hundred am,24
are there any roadblocks,37
what's his number,28
please proceed to the next available rock song,32
call a taxi to pick me up at work,35
this is one of the best songs for me,30
can you tell me my recent emails,27
call me a taxi to the airport at five am,35
will you please put something something@gmail dot com in my contacts,26
save this song in my favorites,30
what are the news notification,33
book a train ticket to boston tomorrow,36
book a train tickets for me,36
read new messages from my wife,27
how is the traffic on the i fifteen in las vegas today,37
remove all alarm of sunday,24
book me a uber for tomorrow night at six pm,35
change the music mode to rock,32
i would have avoided the traffic if i went early,37
please save my opinion about the song that is currently playing,30
save the last radio stations of the last month,30
i need a six am wakeup call,25
send an email to my boss about my leave,29
save my opinion on the currently playing song,30
book ticket for paris by train,36
find weather report,38
can i have timing of keral express,34
open contacts and find john smith,28
what time will i arrive in austin tx,34
turn on alarm thirty minutes before liverpool started to play,25
check the traffic to our home,37
book an uber to pick me up outside of long island bar right now,35
will it get warmer here next week,38
give the shortest route to the airport,34
tell me the email address for aunt ruth,28
book me the cheapest train ticket to new york,36
how is the weather of this place,38
set an alarm for five am,25
are there any accidents on harvard,37
are the streets congested right now,37
add dan's email,26
i want an alarm for six am everyday,25
book ola for airport today evening,35
i want a train ticket to edinburgh,36
what time is the last train headed to chicago,34
email mahmoud,29
current weather forecast,38
hey do i have any emails from bob about the bulldog,27
what is the home phone number of mark,28
show me the current traffic nearby me,37
look up for the residential address of my team leader,28
send an email to juanpedro@gmail dot com,29
is there traffic,37
who's current music's author,31
set an alarm for four in the afternoon,25
please train,36
save this music to my favorites,30
how is the weather likely to be this week,38
let me know when you hear about france,33
send a reply to robert for his email received today morning,29
fix the driving route from here to grant market,34
what is the name of the lead singer in this band,31
find me an uber,35
when is john's birthday,28
add newscast time to daily schedule,33
i need to book rajdhani train ticket from mumbai to ahmedabad,36
check if default alarm is set,23
find new email,27
what time is the alarm set for tomorrow,23
put alarm at five am,25
i need directions to lowes in mount h nj,34
book a train ticket on the five hundred and two in fifteen minutes,36
please tell me my alarms,23
do you know the name of the song that is playing,31
send email to mom and tell her see her at disney world,29
what is the estimated travel time for the train ride to orlando,34
i need a taxi at eight tomorrow morning to take me to work,35
call golden taxi to pick me up at seven pm today,35
prepare email for susan,29
i need a taxi to pick me up at the house and take me downtown,35
get me a ride on the commuter train from nj to ny,36
how heavy is the traffic on the i fifteen in las vegas this hour,37
have there been updates on abortion law,33
could you please set an alarm at six am,25
check if any alarm is there after five am,23
make this my favorite,30
send an email to bob,29
please send a voice mail to mr richard office about meting him on first of february twenty seventeen at five pm,29
is the weather bad in new york right now,38
can you find me a train ticket to montauk,34
set alarm at five am,25
contacts please,28
is it joes birthday soon,28
shuffle the songs in the music library,32
whats the weather like right now in new york,38
take away my alarm for tomorrow at four thirty am,24
when is the next train to new york,34
add new email to contacts,26
what am i listening to,31
what is the weather in utah,38
i favorite singer is arijit singh find his voice on radio,30
refresh email,27
call me a cab,35
what is the name of this song,31
what music do i prefer,31
prepare to send an outgoing reply message,29
call an uberpool to get me at long island bar,35
shazam this music,32
repurchase last train ticket to phillyx,36
send response i will be there,29
how long should the drive to work take,37
kickball is over i do not need the alarm for kickball on wednesday evening any longer,24
please lower the shuffle rate of hips don't lie,32
set alarm at two am,25
stop seven am alarm,24
send email new address,29
find me any news from so clean the last six hours,33
send a mail to alex asking about the due payment,29
did any emails come for me in the last five hours,27
tell me the artist of this song,31
check in a taxi for booking,35
add a new email in my contacts from john,26
make a call to,28
how long to get to work,37
find a taxi to go home,35
send reply thank you so much mom to mom,29
what alarms are on right now,23
hey please reply to last pawel's email,29
add this email to my contacts,26
hey olly tell my today's top news,33
is there any rains predicted for bangalore today,38
checkout today set alarm of ten am,23
could you please book a cab for me in uber from la to ny today,35
what is the condition of traffic from work to home,37
is there a train from philadelphia to new york city at noon,34
can you give me the latest sports news,33
train schedule,34
please check whether the email of jancy has come,27
book me a train ticket to new york city on the third i don't care what time,36
give me the winning numbers to the powerball lottery,33
repeat music,32
what is the latest on donald trump,33
remove the alarm set for ten pm,24
send will do thanks to john as a reply to his last message,29
is bills pager number in my contacts,28
send this email to reply to the latest emails,29
what are the lyrics to this song playing,31
please send a notification when john replies,27
identify song,31
find out the the train arrival time and book me,36
send a reply to mike with the answer four hundred and thirty from his email he sent this morning,29
book a taxi for tomorrow morning,35
what the singer meant by the title of the song bohemian rhapsody,31
please give me the traffic report for this afternoon,37
can i get a taxi to come to my house in an hour,35
get latest news report on kidnapping in ny,33
send me a wake up alert at seven am tomorrow morning,25
can you give me the newest phone number for bobby mcgee,28
find all the contacts named john,28
what is the weather like in grand rapids mi,38
alarm five pm tuesday,25
is there any new mail for me,27
how do i reach sarah,28
what are departure arrival times for this train,34
book an uber from my location to the theatre,35
i dont want any alarms,24
what about the new york city traffic,37
it is cloudy today,38
this is the best band ever,30
lower battery consumption to save setting,32
set alarm for eight am,25
what is on my alarm schedule,23
what a wonderful song can you save what i just said for me,30
please call a taxi to arrive at four hundred and take me to the manor theater,35
call vikki,28
how many alarms are currently on my phone,23
how cold is it outside,38
give me petey's telephone number,28
that's a good song,30
how is the weather down in orange tx,38
is anything different today about blank,33
tell me the landline number,28
make a note please i like modern alternative rock music,30
how long will it take to drive to long beach,37
what time does the train arrive at edinburgh,34
who wrote this song,31
please set a reminder alarm for three pm on Saturday,25
tell me about current status of sunderland vs liverpool match,33
send email to bro and say hi come down for dinner tonight,29
what's my next scheduled alarm,23
tell me my latest email,27
olly cancel all soccer practice alarms,24
book for me a train ticket to new york,36
tell chris i will be late through email,29
book my chair class ac train ticket from manhattan to new york,36
how old is mary s.,28
set an alarm for me for tomorrow at seven pm,25
filter all arijit singh sad song and save or create playlist of sad songs of arijit singh,30
make me a wake up alarm for eight forty five am,25
please list the available rain trips to location a,34
alarm settings,23
book me a taxi from castle street to airport,35
please set the alarm for next morning to seven am,25
can you tell me the current traffic condition of my location,37
what time does the last train arrive in dallas,34
can you please book train tickets for two for this friday,36
the music of this song is very melodious and relaxing,30
do i have email from my friend rachel,27
find an uber on twenty ninth,35
what alarms i have set,23
who is the song writer,31
what's rene phone number,28
put the playlist on shuffle,32
do i have alarms set,23
book me a taxi for one pm,35
my friend john has sent me a invitation card to his newly bought home say thanks to him in his mail id,29
repeat all,32
is there traffic right now in maiden lane,37
how far away is the nearest rest stop,34
show me the train schedules to the metropolitan opera house,34
what is derek's phone number,28
what is new news for today,33
who wrote the song that is playing,31
latest updates,33
what's the news in politics,33
please check all new email of income tax department,27
email dad how is the weather this week,29
i need to buy a train ticket,36
set my alarm for six am tomorrow,25
i love zydeco jams,30
is there a connecting train from london to paris and what time,34
what is tomorrow's alarm time set to,23
olly set my alarm to go off in an hour,25
when is the next train to glasgow from aberdeen,34
i want to go to bank of america give me directions,34
initiate polling for new email,27
wake me up at time,25
get me match highlights,33
is it going to rain on monday,38
please save that song,30
let me know about current traffic in carmen drive,37
update my inbox please,27
i like the songs of yeshudas please play it,30
i want to email my supervisor,29
what is current traffic in ohio,37
add a new email contact to my list,26
is it going to be cloudy or sunny today in bangalore,38
do i have any alarms set for today,23
i need the times for the south bound train on allison rd,36
is it currently raining,38
i love hip hop,30
how long does it take to get there,34
do i have any new emails from my dad,27
play back the last message,27
save this songs genre for me,30
tell me if my alarm is set for the morning,23
save information about love of beyonc,30
make an alarm to help me remember,25
any traffic issues today,37
can you see if john has replied to my email yet,27
what alarms do i have set right now,23
can you locate some gospel music for me,31
is there any stopped traffic on route eighty today,37
hello you have a send an email to someone,29
can you tell me the phone number of me,28
any new email since last time,27
what song do i listen to the most,31
i need to get up at seven am,25
book me a train ticket at earliest time tomorrow,36
help me find transportation to the mall of america,35
i want to and my email address,26
book the the next train ticket to chennai,36
set track twenty eight in music player on repeat,32
reserve a seat for me on the train march twentieth,36
create an alarm for five pm,25
what is the status quo for traffic right now,37
book a train for twenty two march at twelve pm,36
i want the news about academy awards,33
what is the route to the closest mcdonalds,34
please turn off my alarm for this evening,24
search the contact,28
make an alarm for the meeting with bob at seven today,25
snooze all today's alarms permanently,24
will i be able to get away with shorts today,38
tell me the name of this music,31
tell me the weather for this week,38
are you sure its going to rain tomorrow,38
i need you to add this email in my contacts,26
set an alarm for the dance classes two hours before the classes start,25
create new contact with email,26
did dan send me any emails,27
repeat same song for ten times,32
what's the latest news from xinhua,33
set the alarm tone,25
please give me detail of o zaalima song,31
how much is a round trip train ticket to go to new york,34
add contacts n mail,26
what is mr taxi's phone number it is in my contacts,28
did you set the alarm for five am,23
i need to book a taxi,35
show johns office number,28
tell me the office address of my brother,28
how is traffic on the highway,37
change my alarms to mountain time,25
this alarm needs to be permanently silenced,24
list all set alarms,23
what is the train schedule to denver,34
did i get an email from jen last night,27
add email to contacts,26
will it be raining on thursday,38
i need to book a train ticket from mumbai to goa,36
let me know of any incoming emails for the last hour please,27
i need to get going at eight am tomorrow set up an alarm thirty minutes before that,25
add rebecca green to my list of favorite contacts,28
economic affairs,33
will there be snow tomorrow,38
set alarm for tomorrow six am,25
turn on spotify shuffle,32
which place has more traffic,37
please add contact email johndoe@yahoo dot com to john doe's contact information,26
any new emails after five pm,27
book me a train ticket,36
add this person's email,26
wake me at seven am,25
what is the headline from today's morning local news,33
book a train ticket to charleston west virginia eight am,36
how do you feel after hearing justin bieber's new album,31
book uber for tonight at seven pm,35
how do i get from where i'm at to universal in orlando florida,34
set a repeating reminder alarm for the facebook event i have to attend on seventh april,25
what degree is it outside,38
please book a train ticket from london to manchester,36
make an alarm for the morning,25
send an email for me,29
add new email to anna,26
whats the traffic like near ypsilanti,37
what's my favorite music at the moment,31
what will be the temperature today for miami florida,38
find me a ride to the mall of america please,35
is this the correct area code for my boss,28
set alarm for one hour from now,25
get me directions to meijer,34
get me two train tickets from where i am now to dallas arriving before dark,36
set the alarm to seven am for work,25
save my last playlist,30
what is traffic to work now,37
tell me if an earthquake happens in the world,33
I love the eternal voice of the singer she is my favourite,30
hey ms the email address of john miller,28
what is the current state of brexit negotiations,33
what traffic is there on the route to the pittsburgh airport,37
what is happening with brexit today,33
what's next song on my playlist,31
do i have any new email,27
please read out all the alarms that are set,23
wake me up at five hundred and thirty,25
what time is my alarm set for,23
i like the background song,30
reply wishes to john by email,29
what is the name of that song that just went off,31
wake me up in thirty minutes,25
what is the traffic situation right in broadway street,37
show me the alarms that are set,23
is it possible for you to provide the likes of my music,31
please add johndoe@yahoocom to my contact list,26
what are the traffic conditions on the one hundred and one,37
what times may i travel to location a,34
what alarms will wake me up tomorrow,23
did i receive any email in the past hour,27
when is the last train today,34
what will be the weather on monday this week,38
add lowes hardware to my contact emails located in cleveland ohio,26
next alarm,23
set an alarm for next tuesdays meeting,25
get rid of my wake up alarm set for saturday,24
what is the latest news from cbs,33
who is the artist of the song playing now,31
tell me about joose,28
show me train tickets,36
where is the closest uber,35
i need a taxi in thirty minutes,35
get a me a train ticket to milwaukee from chicago on sunday morning,36
what is name of the song currently playing,31
my all time favorite song is something like this from chainsmokers,30
find me a taxi,35
list alarms,23
what music service has some soul music i can listen to,31
i want to know what song has the phrase stairway to heaven in it,31
how far is orlando from my house,34
are there any new emails from name,27
olly schedule a news update for tomorrow morning at seven am,33
what amount of traffic in this road,37
wake me up at six am,25
has any mail received with an attachment,27
what time i am waking up tomorrow,23
pull up the headlines please,33
make a taxi booking in uber,35
what is the subject and who is the sender of my last email,27
wake me up,25
find me news about trumps speech,33
what is the traffic this morning,37
is it going to be nice tomorrow,38
find an uber that can get me to the airport now,35
pull up outlook i need to send a email,29
do i have the address for the apple store in my contacts,28
get me a train ticket from mumbai to goa,36
this song is composed by whom,31
what time does the train arrive,34
show me my emails from the past hour,27
how do i contact charles,28
have i set any alarms in the morning,23
please arrange to wake me up at three am alarm,25
where does fred work,28
find me the cheapest train ticket to spain,36
which teams are playing today in the premier league,33
remove my six am alarm,24
what is the news today in polk county florida,33
i need to delete the alarm for church on sundays at eleven am,24
what artist is singing that song,31
i want the music to be saved can you do it for me,30
is alex saved in my contacts list,28
repeat song number ten from main list,32
what's the weather this week,38
pull up all emails sent to me from amazon,27
i need to book a train for tomorrow to go to new york,36
music change,32
open up contacts and add email something@gmail dot com,26
book a train ticket to arrive in cambridge by eight thirty pm today,36
where can i book a train ticket to oregon,34
forward email,29
from where can i get a train ticket for athens,34
train times to glasgow,34
schedule an alarm to wake me up after three hours,25
inbox my family,29
show me the latest emails from amazon,27
super song,30
i really ska music,30
have i set any alarm for today,23
get me an uber,35
add song to running list,30
add john@gmail dot com to contacts,26
what is in my favorites music folder,30
set the time,25
tell me the date when this song was recorded,31
show me my alarms i have set,23
how is the traffic right now,37
how about you save this music,30
add this email to my contact,26
would you go check my emails for me,27
this is a good song put it on repeat,30
can you reply to the email,29
when did pop it like it's hot come out,31
add this email to a new contact,26
please give me the road forecast for i95 sb,37
check email for otp sent by my bank,27
reply to john's email today saying i will be late,29
repeat the last song,32
the song playing now is released by which artist,31
any recent emails,27
how does it feel outside,38
i like alt rock music,30
create event with alarm for meeting in two hours,25
send this message to the family group starts with a,29
outside traffic status please,37
set my calendar for an alarm at five pm tuesday,25
whether it would be sunny in califonia,38
how many numbers are saved for alex,28
what will the weather be for the next week,38
what's the description for the alarm at eleven am,23
find me the name of the artist of this music,31
please keep tabs on how the presidential debates are going,33
beep when i get an email from john,27
weather for the next week in new york,38
fast road to get home,37
secure train passage for me on july three,36
please add tom to my contact list,26
book me a train ticket to barcelona please,36
check whether i have set any alarms for tomorrow morning,23
search for two tickets on tuesday's train to paris,36
can you reserve a train ticket for this day,36
give me charles telephone number,28
please send a taxi to my house,35
what's happening in the news,33
what is amber stevens address it is in my contacts,28
what is today's weather in springfield,38
train ticket,36
reserve a train ticket for me today to des moines,36
show me all the emails received recently,27
tell me current situation of traffic near central park road,37
show me the picture of the singer,31
will the weather be bad on Sunday,38
tell me the details of the music playing,31
what is the temperature,38
traffic report,37
what music do i usually listen to,31
book a taxi to go to the movies at one,35
id like to get on the next train that will be departing indianapolis headed to chicago,36
at what time have you set alarm for me,23
do i have alarms set before six in the morning,23
hey i like music by sigur ros,30
give me the latest on paul ryan,33
help me call james,28
show the playlist,31
i like rock music,30
remember that this song is good but too slow to exercise to,30
what is the latest email from zita,27
where is the closest train depot,34
olly please read me today's news,33
book a train ticket from mumbai to goa,36
is traffic to work clear,37
what would you call this kind of music that we're listening to,31
how is the traffic today,37
how long i can go to dundee,34
catcha a ride,35
what is latest on the recent events happening right now,33
how slow is traffic on the five,37
set alarm for saturday morning soccer practice at eight am,25
do i have an alarm set for morning flight,23
what information do you have on file in my information about bill,28
is there any new environmental news,33
please set the alarm for eight pm wednesday evening,25
tell me the temperature in pheonix,38
tell me about the current weather,38
tell me weather forecast,38
please update me the traffic status,37
is this song ed sheeran,31
add dan@dancom to my contacts,26
please set alarm at five pm,25
latest news on traffic at my current location,37
what's on the radio right now,31
this song should be on my playlist,30
how long will it take me to drive to work today,37
olly cancel alarms,24
add this song to my music,30
ask for the weather today morning,38
email my favourite contacts,29
set up uber,35
get me a taxi to the airport right now,35
please keep everything i have on this song,30
change my mum's email in my phonebook,26
Get rid of my current alarms,24
book ticket to depart in the morning,36
display latest emails,27
start and email to john smith,29
alert me at five hours,25
what are the next three alarms set to go off,23
flag me an uber for ten pm tonight,35
delete the alarm i just set,24
show contact of john,28
list current set alarms,23
the song in background is cool,30
remind me about my alarms today,23
is the road a free way or a toll road,37
where does tar work currently,28
is hayden still living on turnpike lane,28
weather this week,38
what list is available for my favorite music from ed sheeran,31
repeat song,32
delete my six am alarm,24
report what is new in my email inbox please,27
book train best deal,36
i really enjoy rock and roll,30
repeat this song,32
what is the bbc's latest news,33
book a train ticket to canada this evening,36
answer email,29
save this channel on pandora please,30
how far is the distance to rccg ikoyi lagos from here by train,34
i love to rock out with my sock out,30
can you send an email for me to a new email address,29
email my meeting details to my manager,29
ticket for new york,36
tell me the train ticket price of california to chicago,34
check someone's recent emails,27
what is happening in the world news,33
how much for a train ticket,34
alarm time for twelve pm,25
send an email to my mum that i will visit her next weekend,29
repeat the song playing now,32
set alarm for this event reminder repeating for ten times,25
do i need to wear sunscreen today,38
what time is the train to san francisco due,34
how is traffic over the donner summit now,37
book for me a train ticket to washingdon dc,36
do i have any alarms for tomorrow morning,23
may you please pull up information about a contact,28
add a new email,26
please send email to pawel with reminder,29
set an alarm for two hours from now,25
is there any traffic on my way to work,37
order travel ticket,36
send email to family and tell them to bring the bug spray before coming to the park,29
send an email to with the subject as test and no content,29
go to www dot metronorth dot com for train tickets,36
what does the analysts say about the new immigration policies,33
what's the alarm situation for tomorrow,23
update my contacts with the new contact sam@gmail dot com,26
what is the current traffic situation,37
is the four hundred and thirty pm train running late,34
slow rock it's ok,30
enable shuffle,32
send email to newmail@gmail dot com,29
schedule taxi pickup for monday at noon,35
please tell me the name of this band,31
please set the alarm for seven,25
is it going to snow,38
is there any train plying from pune to mumbai tonight,34
give me the update on traffic at new york,37
please remove the the alarm which i set,24
book me golden taxi for today at five pm,35
please add a new email in my contacts from sara,26
repeat previous song,32
you need to find an alternate route to my destination,34
what's the traffic on eighty today,37
do i have a new email from eric,27
what's john's home phone number,28
will trump visit russia anytime soon,33
notification regarding the new iphone release update,33
please reply to my colleagues mail about his query,29
you can send the email to abc@gmail dot com this is my new email address,29
shuffle song,32
what days are my alarms set for,23
cancel my seven am alarm,24
how do i get to starbucks,34
give me the number to mom,28
how is it outside today,38
can you check train schedule to berkeley,36
what time is my wakeup alarm set for,23
are there any trips to location a provided by the train,34
please check if i got any emails from mom,27
are there any accidents today,37
what genre of music is in my music folder,31
respond to my bosses email with the word that i will be in at four in the evening,29
what does i seventy five look like,37
show me all of my active alarms,23
please repeat that music again of akon,32
book a train ticket for an eight am ride to charleston west virginia,36
display trains going to antwerp after two pm saturday,34
remove alarm of seven thirty am on monday,24
repeat album,32
give me directions to get from here to crescent city brewhouse in new orleans,34
replay the musics,32
get me a taxi to take me to the airport on friday at five thirty am,35
search for trains leaving tonight for london,34
google train tickets to washington dc,36
did i set an alarm to wake up in the morning,23
what is the song name,31
is india win today cricket match,33
please remove my alarm,24
can i find out information about a contact,28
should i bring warm clothes,38
call city cab to airport,35
find transportation to rome,35
please let me know the time of train northern rail,34
book an uber for one hour from now,35
compose a mail for jack,29
show alarms,23
what is my email from steve about,27
what kind of music do you think i like,31
open a reply message,29
newest world news,33
i want the email to be sent to my new email address abc@gmail dot com,29
what is the name of the music playing now,31
add this song to my playlist,30
display address of john,28
all alarms,23
is there email id of john in the list,28
mail macs@xorg,29
is that song from shakira,31
give me the weather for merced at three pm,38
read me new emails,27
show john's contact information,28
book me an uber,35
please purchase me a train ticket to atlanta,36
add new email to my contacts macs@gmail dot com,26
get me a train ticket to go to,36
check my email,27
get rid of the five pm alarm,24
how much traffic is there right now in bowery street,37
tell me about mary s.,28
tell me how to get from here to the chimes in covington,34
email my sister about mom's birthday jane we should think about arranging the party at the park,29
could you please check the traffic to our home,37
remove alarm of six am on tuesday,24
tell me the name of the composer,31
do i have an alarm set,23
should i take an umbrella today,38
what is trending in tech today,33
cancel alarm,24
please tell me the news,33
when was this song recorded,31
will the temperature be in the today,38
what is the traffic like today,37
will i need my snow boots this afternoon,38
show me the weather forecast for the next three three days,38
what are the top stories on cnn,33
set alarm for six am tomorrow,25
send a replay email,29
book train ticket to new york,36
i am interested in what emotions are conveyed in grateful dead music,31
are there any accidents on my way to work,37
find my wife,28
are there are any delays on my commute,37
set up a train ticket for next week Friday,36
how is this weeks weather,38
find a train going from prague to brno,34
new policies,33
please check new email from andy,27
can you give me details on john,28
cancel alarm for tenth of march two thousand seventeen,24
inform me of my new emails,27
tell me about this week's weather,38
order a train ticket to los angeles now,36
email tom,29
what is new in politics today can you filter out trump news though,33
what is the traffic like this morning,37
turn off shuffle,32
call mom,28
what alarm do i have set for today,23
please tell me what alarms are on,23
who's emailed me recently,27
how many alarms do i have,23
update on email,27
turn on shuffle,32
do i have any emails from robert,27
show traffic in ohio,37
is there is a high traffic,37
email hwu@gmail dot com add to email contacts,26
i need a uber to my current location,35
can you please read the my mom sent this morning at ten am,27
which songs do i listen to most,31
save settings,32
directions to sainsburys,34
give me the release date of this song,31
how is the traffic now,37
stop after current song,32
please list all my alarms,23
is there any construction on route sixty six,37
how congested is the traffic on my way to work,37
alarms,23
review all alarms,23
direct me towards nearest railway station,34
please sent this email to my friend,29
write an email about next week weather to my wife,29
book a train ticket from here to charleston west virginia at eight am today,36
remind me at six thirty pm,25
what are the most recent headlines on cnn,33
when i should leave to office,34
map out a route from here to abita brew pub,34
when did dave matthews email me about the contract,27
send email to nancy about tomorrow's work party details,29
please let me know the morning alarm time kept for weekends,23
is it possible to drive now in ohio,37
i love that song,30
go to email and send message to,29
select the information on the contact,28
set an alarm for two hours from now please,25
send a mail to whom to talk,29
did i get any replies from jan,27
send the email to john,29
two pm set,25
book an uber to the nearest mall in the next half hour,35
do i have any missed call from patrick,28
show me today train time of kalka at jodhpur,34
check time of kalka train from jodhpur station on monday,34
save that song and my opinion,30
set an alarm for nine am,25
what's the song title,31
does contact mona has an email as well,28
have any emails come in since four hundred today,27
i want to book a train ticket,36
how me the highest weather this week,38
what time are my alarms,23
will it rain,38
is my wake up alarm set a six am,23
on Tuesday what is the weather supposed to be,38
what will the weather be like this week,38
call a taxi,35
find me a cheap train ticket for miamy,36
who sung this,31
set my alarm for six am,25
book a train for me,36
book for me a train ticket to california,36
i like it,30
book a cab to office for me,35
search for the latest news about iphone,33
i need an alarm set for five hundred and thirty am tomorrow,25
can you turn down the volume please and tell me what is the title of this song,31
book a ticket to paris on eurostar at five pm this Friday,36
set an alarm at six am,25
i want a train ticket,36
ensure i have to get up at six in morning,25
book a train ticket from baltimore maryland to new york new york,36
send an email to george brown,29
weather forecast please,38
what is the email sent by this contact read,27
jane doe emails,27
i have to done it on the post important music file,30
tell me the top stories in the news,33
book a train ticket to mumbai for tomorrow,36
how do i get to the grocery store,34
what is traffic like,37
hey read any email to me,27
i like vocals,30
please turn off the alarm,24
book a taxi for pickup at my current location in one hour's time,35
are there any traffic delays,37
tell sean i appreciate him reaching out to me,29
send mom the following email,29
search jack in contacts,28
give me international news,33
can you get me a train ticket to nyc,34
wake me up at five thirty,25
tell me about new emails,27
send email to cat that i will accept job offer,29
tell me about city traffic,37
remove my early alarms,24
record the opinion of each individual about this song,30
are there any unread messages in my inbox,27
check the news,33
forget alarm,24
when is the next train to london,34
book train ticket for this time,36
please let me know the morning alarm time for weekdays,23
whats the weather now,38
how many phone numbers do i have for brenden,28
what's the news from source,33
what is the traffic like now,37
show me rediff masala,33
what is the weather forecast for chicago,38
remove all alarms if any,24
add erosser@hotmail dot com as a new contact for emily rosser,26
please check the traffic to the home,37
open contacts and call john smith,28
nine hundred and ninety nine fm is currently playing what music,31
find new trump articles but not from fox news,33
what is jeff's number,28
how is it outside,38
all new mail,27
review the alarms i have,23
how long does it take for the train to get to orlando,34
please book a taxi in uber for me to go to the airport today,35
put that song in my favourite list,30
set a timer at five am seven days a week,25
please advise what the current news is on fox news,33
just let me know about current traffic in carmen drive,37
what's the current temperature outside,38
how is the traffic on third street,37
where should i avoid this morning,37
hey reply a mail which i received,29
is there a way to pull up information about a contact,28
please read the last email for me,27
this is a good tune please notate file accordingly,30
set an alarm at six in the morning,25
what is frieda's home address,28
who's playing this,31
could you please create a pandora channel for adele,32
if there any alarm is set then let me know,23
how was the traffic now,37
what music do i like,31
send mail to mom i am planning vacations with her next week,29
set an alarm for seven am,25
reset the alarm,24
can you provide me with the contact information assigned to this person,28
is the traffic smooth right now,37
get me a seat on the next train going to new york,36
find out what song this is and tell me the name,31
will it be rainy tomorrow,38
please check if there is a new email on the inbox,27
please send an email to mom,29
could you please book me a taxi going to location,35
answer paul's email,29
i need the current dart rail schedule from west irving station to north lake college,36
is there any alarm active,23
how about the latest news,33
show me all scheduled alarms,23
please add to my contact lists and send them a reminder email,26
open the local news app,33
please find me the pe most recent news on,33
please save my rating on this song it is five stars please,30
do i have any other contact phone number for alison,28
what time is set for my wake up alarm,23
add dale@gmail dot com to my contacts,26
what song is playing right now,31
what do you know about mary,28
send an email to john,29
what did the clinic say about my exams,27
email my mother,29
the song touches my heart,30
is it going to be cloudy in london during the weekend,38
make an alarm for three pm,25
repeat this song three times,32
change song,32
get me up at eight am,25
how hot is it in quebec,38
i would like to know the latest from nbc news,33
what are the estimated temperatures this afternoon,38
reply back to this email,29
it seems cold,38
checkout today third set alarm,23
it is very hot today is not it,38
when was the song playing now released,31
save chhana mereya song in my playlist,30
give me the headlines from sky news,33
show me today all train times of next two hours at jodhpur to pali,34
how is the traffic in san francisco over the bay bridge,37
i would like to know the train timings to bournemouth tomorrow,34
check emails,27
what is charles's email,28
remove the latest alarm,24
can you search trump,33
when will my alarm go off in the morning,23
what is new,33
please check recent emails from new contact,27
please book a ticket form jaipur to mumbai on tuesday,36
book my nearest available taxi,35
can you set the alarm for one hundred and thirty,25
google can you book me a ticket on the train for tomorrow,36
how much long until northern rail arrives at kings cross station,34
whats the weather like,38
stop wake up calls for this week,24
when was the last alarm set,23
please send me info on how to go about purchasing a train ticket to new york,34
what alarms do i got,23
please set my alarm for five pm,25
are there any accidents on the four hundred and five,37
how bad is traffic this morning,37
whats the latest,33
put the current song on repeat,32
book me a train ride covering five destinations to see in new york,36
celeb news,33
please turn on repeat all,32
are there any status updates on cnn news facebook page,33
do i have any new entries in my inbox,27
reach by mail to my family,29
save this email in contact,26
whats the travel time from here to dallas by train,34
tell me the weather for new york city,38
tell me my music likes,31
tell contact mobile number,28
show me what alarm times i've set for the week,23
i need to get a ticket via train to orlando from hwood,36
i'd like you to remember that i like this song,30
tell me today's direction,34
i want to read yahoo news,33
can you book an uber for me,35
add the email oriam@gmail dot com to my contacts,26
book me a train ticket for saturday,36
send a test email to,29
i like songs from,30
send an email to my wife about next week weather,29
how long will it take me to get to the west side,37
title of song,31
this song is amazing is not it,30
show me music by that artist,31
tell the latest news about the trump,33
how many emails today,27
are there any traffic restrictions due to the president's visit,37
what genre is most played on my music player,31
please order one train ticket to los angeles,36
do have any new email,27
can you pull up jeff,28
please book train ticket from mumbai to sangli for tomorrow morning,36
turn on repeat,32
wake me at daybreak,25
how is the traffic,37
email james about the softball game james we need to get some refreshments before heading over,29
show traffic,37
how many emails do i have in the last fifteen minutes,27
i am need my hat today,38
confirm alarm for tomorrow morning,23
add an alarm for tomorrow morning at six am,25
how do i book a train ticket online,34
show ana number,28
could you get john's email address for me,28
could you please remove the set of alarms between eight and nine,24
locate the email to giant eagle and put it into my contact list,26
i want to wake up at six am tomorrow please,25
repeat the music,32
Has john sent me any new emails,27
please save this song,30
turn off my alarms,24
write an email recipient ray,29
length of traffic,37
delete my alarm for eight am,24
get me up in half an hour,25
i need a ride to the airport,35
should i wear gloves tonight,38
search cost for amtrak luxury to los angeles,34
book a taxi at my home address for right now,35
what's the name of the piece you are playing,31
how to get somewhere,34
can you book me a train ticket to boston for next tuesday,36
what is sarah's number,28
how long will it take me to get to park avenue considering current traffic,37
here's an email address,26
thumbs up this song,30
what's the address for alex,28
add a new contact for daniel bell dbell@aol dot com,26
i like r n b,30
should i bring an umbrella today,38
could you make a train ticket for me,36
book me a train ride,36
unset all alarm which is set,24
show directions to pondy,34
book a ticket for the ethan allen express to vermont,36
what alarms are set,23
what is the home phone number for sarah,28
set an alarm for eight am,25
olly what songs have i listened to at least ten times,31
who is the singer of this song right now,31
is it snowing in california,38
is my alarm set for tomorrow morning,23
i need to go to dundee at five am on sunday by train,36
